"Age","MonthlySalary","TotalAsset","TotalRequired","NumberInstallments","Risk"
4,6101,391646,113568,31,100
91,4743,626830,316682,80,100
38,340,740233,51661,52,100
72,8399,141299,252715,160,56.018119413644
52,9428,885469,349843,333,19.6101625450219
15,16022,218548,126733,218,100
85,16018,43512,387601,37,100
90,7919,102746,233819,63,100
48,10557,568290,301568,171,27.665040562596
32,2370,490315,226697,295,100
67,4627,678889,294921,131,100
50,6608,12945,396022,288,64.7966719501634
85,6579,130109,134097,279,32.8960841068494
68,17693,923924,191141,112,23.8095238095238
72,6878,838659,119421,79,43.881051470169
73,8183,85777,112383,284,34.0819425747751
49,16987,550432,56081,268,14.7619047619048
8,6647,610458,299361,176,100
55,18714,56210,181956,312,40.6550196855545
15,1960,134702,170646,84,100
28,14068,239449,355094,162,27.5575025472799
41,17059,336703,67295,177,10.952380952381
68,9473,866270,313776,11,100
49,6623,295207,99987,271,14.7619047619048
86,706,254360,67423,117,100
53,1860,759138,140866,30,100
92,11598,305350,14727,97,100
80,12079,650441,110753,350,29.5238095238095
30,18929,886040,125588,75,5.71428571428571
49,14651,11143,2573,281,14.7619047619048
19,11521,727027,242235,298,0.476190476190482
48,1942,638631,380407,133,100
18,6470,395870,128192,111,100
48,3823,974287,387947,257,100
59,655,500315,261307,323,100
78,11115,470727,279541,358,28.5714285714286
95,13084,520966,324353,145,100
54,8502,216552,120822,94,28.4275569491838
14,18428,357593,262151,94,100
97,1480,757725,70356,14,100
23,13660,4470,922,223,2.38095238095237
87,19900,251384,274924,155,35.7112649660408
97,7774,905604,276568,237,100
10,5171,537241,369438,129,100
30,14303,69487,244662,75,48.2988172993568
38,9671,759645,17409,359,9.52380952380952
86,4950,178925,180188,24,100
50,16900,358593,222804,110,20.7592408788079
74,6913,769746,351534,355,36.7294676095816
70,2565,79552,378147,8,100
33,13875,286791,132855,276,7.14285714285715
1,6858,187578,326453,90,100
25,15931,234839,4917,142,3.33333333333333
30,19699,931164,88985,48,5.71428571428571
33,18324,390953,38085,74,7.14285714285715
54,13880,969972,335143,335,17.1428571428572
98,11332,863914,134279,33,100
9,12981,805210,321530,270,100
9,15375,940939,298172,256,100
64,16917,132088,310730,283,41.0684517104882
2,208,718437,81509,234,100
54,19846,970541,326343,342,17.1428571428572
58,17721,443291,275109,299,19.0476190476191
81,5157,394684,238417,256,44.8755891288513
27,11768,635059,214289,133,13.2727364847072
71,9343,400110,251524,100,100
73,19319,653868,382296,40,100
97,3740,485576,98741,165,100
4,18503,940222,30524,87,100
89,3182,883587,254667,346,100
26,4415,392061,212993,22,100
71,11502,8673,204926,28,100
92,5519,443009,261874,99,100
6,10940,395470,80956,135,100
97,14818,311502,116946,244,100
88,15213,144454,305890,126,100
2,17499,251212,318715,135,100
8,19107,470763,398249,356,100
87,12850,219773,217037,329,32.8571428571428
50,10505,478025,276614,157,28.6967415828211
47,19516,538727,229844,319,13.8095238095238
81,4332,894734,339482,173,100
38,18212,887323,355698,95,26.6435759173981
53,4787,213842,389566,157,100
12,14859,586933,311502,90,100
66,17510,206981,321029,326,34.6990636804953
17,1015,207497,141373,223,100
75,10247,602621,345874,48,100
37,17926,186094,226896,25,100
25,14084,171367,392758,163,35.9725836265588
6,5846,305605,161115,286,100
10,1156,442298,96426,93,100
8,16974,842431,22418,112,100
91,2266,405036,393532,52,100
35,18229,943501,312529,135,15.1812471802617
10,8826,965912,48582,19,100
83,2202,418135,114026,233,49.2872051737574
6,8440,116877,43818,263,100
95,4994,122725,28202,199,100
77,13996,90752,318490,25,100
62,12864,321638,145164,130,20.9523809523809
24,3884,646843,281144,107,100
18,14902,3425,358445,311,100
80,13439,733592,294999,326,29.5238095238095
10,3475,727284,155084,136,100
46,10925,108829,61685,37,24.8231606819594
81,13562,771478,291803,108,46.6017712863359
84,12178,648407,244653,268,31.4285714285714
83,9922,470918,329604,91,100
75,18301,202875,283209,286,36.5980651341286
59,19763,394495,45661,312,19.5238095238095
34,14903,552206,236227,248,7.61904761904761
25,4156,460897,2307,194,3.33333333333333
20,9954,135987,335123,23,100
6,5787,922013,237186,325,100
50,816,629593,92079,161,100
17,14726,413976,315500,126,100
57,10464,245245,47366,43,20.2398545872768
35,9549,96076,206821,5,100
2,4626,469275,173526,58,100
98,6978,855863,24927,192,100
25,4720,210610,22733,290,3.33333333333333
18,15314,557091,57522,39,100
93,14570,272567,44538,80,100
53,9042,528108,270052,271,19.7541954882763
89,14566,912482,50666,304,100
91,8365,167442,321490,134,100
33,17010,101354,137383,21,100
88,13089,400939,153979,215,100
57,16025,467066,256181,193,18.5714285714286
68,16454,351142,371340,289,25.6225971834309
55,13359,325693,68380,243,17.6190476190476
42,11806,189332,352327,134,45.2155174569296
67,14476,727962,321920,194,27.5875579854208
6,7084,200738,86953,359,100
61,15783,878817,387454,174,30.183132031403
46,8927,665727,186990,236,13.3333333333333
7,5882,635258,323048,206,100
23,5102,30123,354606,7,100
36,17666,537362,273754,308,8.57142857142857
43,5503,143577,147294,293,12.7459366980325
66,11497,742116,390313,318,24.9672783979353
23,3687,461865,184281,159,100
27,18792,170226,71568,136,4.28571428571429
9,2038,713335,185019,257,100
15,1952,342140,299443,289,100
37,10525,874839,224649,287,9.04761904761905
2,19956,453657,136851,287,100
55,9731,29539,34494,318,22.4073199755927
26,2977,391668,227320,20,100
78,1773,348232,201117,354,100
19,18607,504493,363747,121,13.1775369248668
69,6317,72957,282760,84,100
4,15152,263274,66580,296,100
23,10158,242983,260767,139,19.938746631503
72,3242,759278,143968,120,100
40,14927,72358,311131,359,36.0573765360816
51,19558,913555,158483,349,15.7142857142857
75,2580,439611,271274,66,100
63,17598,434125,51216,50,21.4285714285714
32,11131,634089,77704,210,6.66666666666667
67,12405,719011,302388,321,23.3333333333333
61,906,666808,355003,168,100
4,6977,713012,144205,79,100
57,4192,957320,144911,245,28.2801463361255
95,2763,239228,286859,273,100
97,11880,717443,199494,219,100
82,10498,589265,65791,212,30.4761904761905
21,5113,893180,339934,153,100
72,13911,10879,380,13,25.7142857142857
21,18385,284771,30303,205,1.42857142857143
91,17722,129469,272681,13,100
8,11292,856582,374893,23,100
97,16485,460140,136392,277,100
97,9580,398162,163667,106,100
35,12556,355051,315895,202,14.6653325886615
4,3695,917657,383097,328,100
55,14058,584815,164733,166,17.6190476190476
29,10092,970639,255141,301,5.23809523809524
37,11841,964984,283071,290,9.04761904761905
45,834,742039,385376,252,100
92,7382,576854,284291,221,100
16,5959,297409,11361,2,100
29,11344,165489,369326,139,42.737161104024
96,1096,208049,216155,3,100
91,4015,19289,370079,126,100
69,2515,277048,295213,243,100
57,1515,308914,225016,102,100
8,829,624564,206030,138,100
17,1092,157626,39217,113,100
44,156,715559,312441,4,100
1,5898,211588,731,353,100
68,17271,460527,310512,161,27.2928996532915
15,12575,23580,126820,212,100
76,9965,357134,68498,322,27.6190476190476
65,2602,48204,348573,358,100
93,329,165835,93167,162,100
25,1451,893902,394121,223,100
54,7330,806372,374810,197,100
32,13943,718163,315064,155,17.1351746523458
25,6916,442816,319241,214,21.2130960622226
8,4546,309431,338640,74,100
93,14445,803989,104524,49,100
61,12519,656248,58246,233,20.4761904761905
97,10711,398142,33346,88,100
40,8065,908046,339987,258,23.4090379085923
54,19353,906638,386902,159,23.9653686143237
38,11395,250560,92747,119,9.52380952380952
21,17702,984788,307156,186,1.42857142857143
55,3040,967778,357301,153,100
1,19648,877283,117536,24,100
82,374,103123,110044,313,100
99,7779,640494,191886,194,100
47,4899,134701,387324,84,100
13,13198,499091,232103,282,100
60,12002,160476,152694,79,32.6348994284866
53,13926,690665,269280,199,16.6666666666667
14,16780,821861,283787,221,100
22,12606,501201,336107,350,1.90476190476191
17,3420,171957,184117,331,100
16,1892,624066,170245,220,100
42,17328,340940,218680,242,11.4285714285714
40,12794,497467,29706,340,10.4761904761905
92,4614,251762,81607,267,100
22,12356,735943,8227,39,1.90476190476191
52,6821,561434,168054,133,31.5297322232593
13,3615,356580,211082,280,100
54,1133,943139,203194,317,100
89,9785,191679,5749,338,100
68,18149,88029,212814,165,43.3547604950802
59,12008,154685,253279,293,32.4994872020484
81,568,860681,223194,212,100
50,5183,976635,57133,37,100
78,1076,68947,11453,275,28.5714285714286
51,18637,876900,202375,332,15.7142857142857
1,2939,774009,179071,272,100
69,4497,38937,234792,155,100
18,17954,9736,89447,194,100
87,3655,915136,169133,278,46.1650129948451
2,14472,891936,103123,96,100
99,18886,678036,111799,185,100
31,10951,10263,198485,109,51.0874205439538
59,11048,791135,116724,170,19.5238095238095
77,8256,657637,157720,280,28.0952380952381
100,13631,961994,340958,85,100
69,18219,34811,229145,227,52.5551506687905
27,3063,742726,296575,234,100
15,6470,480586,364628,153,100
47,16189,548169,21989,237,13.8095238095238
40,10358,474676,253286,75,100
24,5128,113779,276451,96,100
82,925,220167,70745,325,49.6448007431116
41,10538,589815,117354,123,10.952380952381
93,12096,300035,72690,286,100
26,17747,519088,228121,36,100
16,12716,552591,23376,279,100
34,5535,806174,321013,354,20.6064759578792
34,922,414961,341844,239,100
97,7733,447872,219612,292,100
40,6641,325418,345032,115,100
56,8950,969739,26564,55,18.0952380952381
100,1446,582858,22912,121,100
61,16986,794462,384475,81,100
46,18678,699059,98925,43,19.6039423805914
36,3210,344967,48729,174,8.57142857142857
36,9802,436711,136535,308,8.57142857142857
10,2399,170871,236980,148,100
64,19324,884173,26140,304,21.9047619047619
2,8957,372023,45801,341,100
54,5113,901042,263369,209,36.9512248702662
56,5982,270733,14830,196,18.0952380952381
34,8751,821140,316196,291,14.1067851826685
66,15562,711042,270226,259,22.8571428571429
22,4273,72941,237102,45,100
18,12945,129028,66714,355,100
46,3663,434721,359881,116,100
25,14779,424048,250992,152,6.83294022651451
27,6542,514165,353983,157,100
55,828,834473,80231,129,100
97,17902,152091,376625,305,100
44,10080,685135,247774,248,12.3809523809524
39,8493,196848,303655,17,100
79,2473,62811,392683,302,100
25,14721,10720,279595,57,100
48,17596,772309,378012,71,100
67,17801,39287,209704,255,50.421832678442
50,14925,581565,339995,251,15.2380952380952
68,17714,217182,281268,195,31.4044155142325
52,15922,239061,30821,230,16.1904761904762
47,5675,463050,291428,102,100
64,19710,986981,371074,335,21.9047619047619
85,3131,352124,53848,11,100
71,18232,751487,50293,21,33.1953324944397
67,11060,691448,148104,227,23.3333333333333
78,252,353906,110406,179,100
21,11343,523788,122567,37,100
50,11503,36518,298793,47,100
96,9845,50357,245216,172,100
60,278,818559,190806,270,100
75,15361,769850,103439,186,27.1428571428572
29,12397,469643,220019,141,12.0892156716336
14,14419,266043,287131,84,100
36,14971,956327,128868,304,8.57142857142857
96,129,236273,286206,76,100
41,10117,995493,398823,181,28.9808714523438
4,770,527253,251604,25,100
16,3393,491544,284323,348,100
85,6685,830926,366847,272,48.7160392674408
26,170,882806,169574,108,100
24,13310,44999,133891,24,100
30,10701,341219,12494,327,5.71428571428571
9,8392,33785,96592,321,100
29,1483,423703,28125,43,100
1,12602,988696,214958,36,100
7,4318,501910,102014,87,100
72,2320,869197,353576,194,100
83,17216,452570,233400,69,47.3205043456971
4,16305,836540,366848,259,100
63,13138,670447,88531,140,21.4285714285714
30,13450,496583,371832,51,100
90,5227,809677,380454,102,100
28,11680,86628,237394,360,25.9314934344632
35,3033,963114,142478,121,100
3,4464,869539,159468,278,100
56,10062,279467,331804,130,100
8,16437,271282,90562,199,100
95,10235,898838,187597,116,100
43,5221,423725,129199,313,11.9047619047619
35,851,443644,105797,322,100
20,4500,264876,206320,276,14.2197972636127
38,2748,125624,307484,48,100
24,4980,422700,89723,78,21.7593938593014
72,14913,339228,189042,227,25.7142857142857
12,5905,674798,36451,71,100
96,1793,107268,359871,118,100
32,7655,564939,200392,338,6.66666666666667
68,489,118310,131641,97,100
91,1758,623351,43778,278,100
67,19266,395913,187065,219,23.3333333333333
94,3496,129431,123677,23,100
69,9903,838545,67712,256,24.2857142857143
20,17090,737816,310446,166,3.824807504288
34,15379,754002,289730,117,20.2510038081432
61,14072,974627,357125,49,100
72,1671,990444,4071,325,25.7142857142857
83,9130,4772,221570,203,69.0184548793566
22,15092,854462,1237,33,1.90476190476191
87,7107,315318,158689,316,32.8571428571428
42,1914,345910,138149,18,100
5,17027,261710,23617,84,100
23,10923,953263,262872,116,19.6473025437693
10,3617,936200,37979,51,100
63,7391,579330,236775,59,100
26,3942,395658,293385,94,100
65,18714,679222,232205,226,22.3809523809524
99,16771,182732,62322,270,100
19,4006,29980,79189,297,21.1899259697565
46,12649,254934,356972,28,100
64,15437,186142,23943,266,21.9047619047619
8,18111,557201,166223,75,100
3,5577,183773,212837,30,100
45,8747,879988,90014,23,100
9,13069,490517,306223,320,100
77,8425,553082,164468,89,46.2315928876597
33,5304,209456,378078,171,100
26,2619,683471,103080,206,19.6964077831365
19,7223,112066,296565,72,100
17,6418,856589,343252,86,100
11,9595,716244,341655,61,100
99,6582,290145,179933,62,100
92,17159,74189,72281,339,100
19,15392,148187,63456,167,0.476190476190482
98,4397,972398,81737,44,100
33,7474,652799,189229,64,100
42,14108,844299,379662,56,100
21,13542,859216,277970,189,4.06988763775468
93,15600,22645,244543,37,100
51,4913,115543,251501,147,100
38,2534,360917,277,306,9.52380952380952
13,8079,406969,398302,43,100
59,9960,877444,38122,283,19.5238095238095
6,4100,28991,115743,35,100
6,18324,293603,288105,155,100
16,15388,358087,267922,83,100
79,18573,999604,44584,153,29.0476190476191
19,13674,167985,287222,174,20.0349754346314
9,16022,831468,17607,163,100
45,13210,357114,129618,130,12.8571428571428
99,16016,902457,338126,86,100
61,3059,7402,288561,117,100
65,19570,40156,97458,139,41.979822321508
30,19480,527973,278991,239,5.71428571428571
65,6778,144216,120520,281,22.3809523809524
59,10335,355240,343306,192,33.5903662788133
16,15214,581293,394344,328,100
50,13820,985486,118113,35,34.9206591105451
47,9070,225509,219050,233,14.9841414767231
97,260,319771,248851,202,100
15,12142,676548,70564,12,100
65,13935,517027,237793,245,22.3809523809524
25,17847,919462,12932,101,3.33333333333333
71,13337,601404,40998,292,25.2380952380952
78,2177,746149,321348,215,100
90,12990,330407,197887,191,100
7,15121,817949,256036,153,100
84,430,638802,10980,68,100
33,17714,380114,321641,246,7.14285714285715
95,14261,783596,4524,189,100
99,12374,771710,126562,225,100
77,8466,420551,49803,187,28.0952380952381
22,3122,622821,326101,354,100
8,6928,917662,149665,330,100
98,16434,977801,5590,61,100
91,10362,906992,60415,79,100
69,9284,968210,51651,24,43.2394615510141
41,1464,23478,106207,279,100
19,8013,730300,206842,338,0.476190476190482
73,18857,544495,126101,205,26.1904761904762
28,4731,956660,285861,329,19.9454030355412
13,13310,713936,212443,17,100
26,12947,236949,273183,34,100
85,11071,758054,186721,160,33.6158709926524
3,17495,349560,246362,124,100
5,8718,962111,67997,83,100
93,1599,919851,340766,171,100
100,19984,27085,83006,229,100
85,4485,143727,50237,183,31.9047619047619
84,16231,104706,334886,173,59.72374252162
100,15073,469804,309953,303,100
92,5763,134603,91862,292,100
33,7926,700038,302210,60,100
100,3214,914941,318191,113,100
81,1497,127322,97370,339,45.9603231659306
51,2535,292776,232176,242,100
39,15897,607376,79274,150,10
46,13968,184915,132912,50,29.1513181654027
13,15719,958317,188442,63,100
88,15336,422178,286689,274,100
53,15593,885129,202498,53,36.3960960931301
12,16773,279229,234865,194,100
14,17682,325790,127336,270,100
58,9018,445408,316000,336,20.4184207353828
53,1032,487776,266991,184,100
17,12731,191148,346162,38,100
40,18990,621842,18030,351,10.4761904761905
87,1125,856291,137966,109,100
49,18373,160862,278626,39,100
65,4672,588,171915,77,100
66,10475,795253,123099,217,22.8571428571429
81,19411,296736,131729,68,30
41,8248,159592,124461,42,100
10,10770,605865,140724,230,100
64,14691,631217,213306,66,40.0860601335975
71,11509,529339,235941,327,25.2380952380952
11,3985,531352,392860,320,100
83,5387,78953,183320,213,62.3990134347433
24,9488,170666,181665,282,4.87532651020389
33,8795,327432,300644,7,100
10,10479,606781,72138,81,100
92,13171,80490,131359,147,100
39,15035,445519,345519,262,10
51,9132,36073,3243,34,15.7142857142857
91,2134,456041,323134,100,100
57,13809,385408,150566,82,26.8362869502569
16,19981,509537,369104,82,100
2,3304,182289,37538,228,100
68,3306,978964,8807,165,23.8095238095238
91,9848,183005,249066,153,100
96,14958,359900,277115,169,100
85,14950,16997,42983,85,52.0569150815993
98,18410,326875,247776,144,100
65,6223,735328,81572,2,100
92,19623,11840,336674,178,100
94,3215,373527,172346,217,100
11,5842,778569,93825,350,100
54,3538,948874,5878,116,17.1428571428572
37,7968,426366,142612,246,9.04761904761905
88,9746,195923,169450,30,100
29,9349,299827,383555,111,100
24,7880,664403,177089,243,2.85714285714285
13,4407,749892,389409,204,100
73,18566,601879,87489,63,26.1904761904762
96,11789,147915,138599,69,100
77,18244,766131,28832,93,28.0952380952381
31,7422,321081,76067,350,6.19047619047619
78,19649,915756,7961,168,28.5714285714286
36,3559,691656,4517,49,8.57142857142857
86,7446,385479,317386,325,40.2988609633515
49,12344,184069,377153,64,100
40,11592,391038,336400,330,10.4761904761905
88,5039,612540,28710,11,100
8,16881,555330,384149,274,100
39,6723,30808,12961,224,10
82,12377,300538,126816,274,30.4761904761905
26,3080,653850,392797,112,100
44,4709,749781,83911,252,12.3809523809524
68,17409,431832,14713,68,23.8095238095238
85,10007,103490,278936,229,58.819143698435
25,15524,813192,200231,11,100
40,1354,170726,399120,41,100
66,12604,120725,351853,50,100
87,19014,767912,5623,283,32.8571428571428
42,11394,439839,345929,229,19.6196934988999
88,18848,370871,309639,148,100
99,17947,893650,199642,203,100
93,18749,832483,52131,324,100
58,16446,623312,97130,67,19.0476190476191
59,9968,998598,308654,274,23.3609864273974
79,12745,99602,234445,263,48.2195641377966
24,11653,850375,283430,101,22.3486927989274
76,2530,778347,344568,62,100
14,19522,162068,183015,14,100
13,16753,102815,327922,216,100
61,13965,347144,258133,267,20.4761904761905
63,19990,302168,41762,74,21.4285714285714
49,17612,79944,236690,149,36.8366297890148
34,11240,370845,363516,151,25.3891962048962
30,10616,16673,172665,230,35.8288621098108
76,12861,157641,44839,171,27.6190476190476
22,19863,275135,210243,10,100
17,10472,897978,353117,44,100
91,1056,165881,107945,256,100
49,7431,197239,225934,16,100
81,11793,467410,175155,21,100
90,2687,510239,176345,351,100
10,6718,805960,98040,101,100
18,12298,383543,393520,56,100
76,11970,533230,346701,45,100
45,16345,576930,223304,314,12.8571428571428
45,4642,735227,229912,142,100
51,558,545339,2387,167,15.7142857142857
31,10832,696852,165235,258,6.19047619047619
90,11207,292048,124408,328,100
12,1888,909524,273409,284,100
72,17811,915765,309024,86,42.5252130209027
68,1188,787984,113509,142,100
61,10427,988053,42317,326,20.4761904761905
91,4303,432511,170696,149,100
96,5488,757163,226485,56,100
49,1305,984738,239824,332,100
62,5099,375113,270205,296,35.6664684045006
21,18580,691676,95000,351,1.42857142857143
22,3740,267230,208311,294,17.6432490705861
51,1484,583448,65185,32,100
26,12750,87281,19244,242,3.80952380952381
94,2476,428528,59589,355,100
99,5144,291481,325350,219,100
94,1424,971712,98675,316,100
95,8091,721614,168363,61,100
46,17868,643110,180070,256,13.3333333333333
58,4125,16707,47102,230,40.5576752377313
96,16406,53148,333784,166,100
35,8561,187558,281137,172,35.0651021354273
96,19425,608494,37004,159,100
16,15813,731806,193135,242,100
4,5330,12628,277959,96,100
36,11433,502724,46690,275,8.57142857142857
17,19584,216067,198635,14,100
98,8401,971873,392716,295,100
72,18259,525745,222806,230,25.7142857142857
27,18567,232213,25699,184,4.28571428571429
70,12077,439047,322294,97,100
3,10209,791071,197445,127,100
2,8868,404196,315558,217,100
62,9343,750089,173565,117,33.2920231613517
29,4853,602228,299695,281,23.4038637694354
38,9695,359940,370028,199,26.3860920177469
36,12376,871618,269448,286,8.57142857142857
72,15883,823350,374652,88,100
34,5612,910596,49437,65,16.3567676802703
78,4838,795817,377952,198,100
24,7145,782970,72497,318,2.85714285714285
85,14687,474267,313719,181,36.9925740338753
69,18780,980575,331854,121,34.7939498350824
82,5806,166288,342116,166,100
55,9226,788520,71113,356,17.6190476190476
27,17332,407792,258223,306,4.28571428571429
38,12857,946637,47482,170,9.52380952380952
95,3285,604282,76219,237,100
19,13614,132522,296592,341,18.9156628827287
12,18688,904367,376176,236,100
64,2475,584060,255867,275,100
15,5091,193420,4650,8,100
73,16794,555176,45489,235,26.1904761904762
84,6264,230530,20114,19,45.0383291429329
7,16874,579423,286796,109,100
2,12292,1351,303459,96,100
31,11873,685305,374004,128,25.9789989513736
98,12208,735382,221748,186,100
47,16215,927453,380574,25,100
3,15098,949352,267180,323,100
54,5297,803549,247945,254,32.3883349706012
83,1087,50837,277746,55,100
10,1424,496480,100332,89,100
26,5740,155059,355033,306,39.4271518422231
91,5277,988974,47550,45,100
90,13095,445753,59261,31,100
61,8452,859752,104160,91,29.1957245263697
52,17920,129982,234666,180,31.0604047982279
61,1370,523795,388490,183,100
52,5984,231955,274221,146,100
92,18128,806353,82202,91,100
22,12546,208319,163494,125,3.26444482890592
40,16083,732757,314492,257,10.4761904761905
84,9043,104599,88883,262,31.4285714285714
53,18248,826569,261861,354,16.6666666666667
80,10426,242451,200040,318,29.5238095238095
54,179,897292,363906,89,100
7,16166,152821,46141,241,100
82,14132,301717,66195,210,30.4761904761905
36,14560,807291,272127,32,100
66,5070,889888,37613,333,22.8571428571429
25,18023,79620,313820,277,28.2095893612049
10,13181,54590,205831,254,100
61,19596,621491,271111,17,100
39,19931,452595,94769,94,10
54,6168,112662,45702,326,17.1428571428572
79,16144,437394,304478,266,29.0476190476191
88,2945,680562,126011,57,100
55,12974,697798,155911,73,30.7036065447595
95,155,453429,72541,123,100
2,3821,987631,138206,93,100
34,816,885505,275684,324,100
99,6410,2233,210612,86,100
46,6029,453383,383051,159,100
13,16493,47020,121372,163,100
80,1286,510475,77733,17,100
28,11029,763796,180053,64,100
15,4140,346124,308988,136,100
97,7386,443392,57263,52,100
96,3638,420974,86472,154,100
3,11822,722523,75361,292,100
57,15688,335286,360390,175,28.8338294889531
63,9702,1800,223582,354,54.4935468440044
15,15864,525493,8918,139,100
94,15235,541382,277440,261,100
85,14363,564028,74434,307,31.9047619047619
59,5393,337834,81443,321,19.5238095238095
15,17566,179177,381556,174,100
73,2409,267560,241808,257,100
48,2950,377869,306813,219,100
53,3937,888358,128262,328,16.6666666666667
48,12024,119180,61866,131,14.2857142857143
37,6618,791444,188508,131,27.0507807171503
67,17086,388815,386284,123,38.5316675468481
86,19485,274106,67168,98,32.3809523809524
25,10339,61774,379404,186,47.6773219751681
66,15919,287001,179171,293,22.8571428571429
81,15213,548057,26818,130,30
54,3062,830289,196099,183,100
84,18814,221972,90773,298,31.4285714285714
76,5484,883656,35150,36,42.2303325882273
42,1916,56303,70645,20,100
48,13901,286157,165987,129,14.2857142857143
89,10663,179404,67187,285,100
5,19345,906718,28856,138,100
3,8033,395353,297438,34,100
61,8570,181312,176811,194,22.4656971622375
79,8575,180780,273918,226,50.1319094800356
73,18147,117545,316657,332,47.1502739106171
58,1180,378292,165295,308,100
11,9221,461886,277138,354,100
58,13997,850632,129084,165,19.0476190476191
72,5956,750422,392373,267,45.5379229166416
19,11035,499060,41909,162,0.476190476190482
2,6106,133981,95285,226,100
68,17365,449988,46314,33,23.8095238095238
51,15224,831659,83645,312,15.7142857142857
29,12294,651548,72976,19,100
71,6126,10286,102058,322,55.2119009825412
26,12566,832090,20408,35,3.80952380952381
13,18341,176971,17935,130,100
20,15576,887559,342595,288,0.952380952380963
60,2855,704078,173292,127,100
12,10971,861480,269899,180,100
2,11087,404245,26151,136,100
90,6215,188399,262657,245,100
37,8831,794404,328079,230,21.7443577396211
6,8370,143575,20254,20,100
7,1665,581020,56814,321,100
11,3855,821044,210464,304,100
9,13004,615264,141714,316,100
36,5813,711380,207911,112,100
74,6220,303825,235026,267,36.4460102286556
54,18901,249250,14279,51,17.1428571428572
98,6194,587261,145867,71,100
98,935,135307,208930,11,100
68,8083,783011,22084,350,23.8095238095238
48,3950,935794,27584,200,14.2857142857143
19,6702,630755,356982,40,100
91,13698,113623,177930,121,100
15,6993,175691,57379,82,100
17,19322,496644,175722,99,100
4,2158,101832,68082,145,100
90,15677,259200,284657,279,100
13,5505,137807,140167,36,100
64,19230,613499,187127,62,34.0001124777239
83,6929,712610,233207,297,34.8710311930112
90,18413,916811,210647,203,100
53,17335,709252,106929,245,16.6666666666667
28,3668,841382,315254,336,100
65,8177,400088,110373,186,22.3809523809524
89,1805,348100,109140,272,100
21,18991,84437,293880,194,25.1846396650398
80,7754,812891,51419,218,29.5238095238095
51,13001,323775,300209,34,100
44,3837,920206,213340,342,25.2109576932864
49,12222,761348,139185,16,100
38,5031,503145,384186,254,100
88,11570,486621,278122,123,100
76,12506,263514,330069,352,34.3403695244674
97,619,734518,217367,136,100
24,18173,83831,251084,222,25.0612657801487
57,7357,991171,105032,179,18.5714285714286
3,2303,959416,103760,346,100
24,1483,139772,294515,327,100
31,3725,215858,194008,153,100
78,19359,32506,117956,358,52.7188507740578
19,12296,292382,351689,223,13.441736740077
59,6117,527628,359459,131,100
30,10445,431162,185492,258,5.71428571428571
51,3382,87316,129520,289,34.7548972028589
2,16291,537278,93570,304,100
43,12183,753753,280998,151,23.4154844010074
84,15864,442395,278226,8,100
66,14723,617683,314346,131,35.7383523099963
73,4381,951918,188870,93,100
42,4772,44180,333590,18,100
88,7168,175241,128044,346,100
37,13790,175112,344469,133,41.0213718865296
79,17622,268916,248033,205,29.0476190476191
31,1103,401788,146030,3,100
10,11517,300128,176971,346,100
27,10883,71266,47932,190,4.28571428571429
62,5995,348263,223236,158,40.1420875110603
73,13605,55738,121387,15,100
9,11318,456565,158663,313,100
94,5795,493201,281816,357,100
27,15456,507508,129274,25,100
81,7783,46036,216148,170,69.1628267051588
62,416,655574,269582,143,100
68,9144,402356,371672,184,42.0534234486321
50,15402,69008,83342,260,20.9710990057034
98,10009,436526,315768,179,100
89,4293,525492,148587,297,100
81,10957,934968,311684,194,40.6002874706433
26,10345,85482,331077,110,100
87,11048,750505,212306,248,32.8571428571428
92,6297,12343,115830,186,100
49,10106,788548,359341,235,26.0650031188044
91,18625,212883,24172,174,100
9,8359,824754,125948,123,100
79,10334,70937,39357,314,29.0476190476191
74,13582,425261,116981,28,100
32,14648,584137,107837,9,100
20,3915,771826,98840,358,0.952380952380963
80,2225,602969,188215,91,100
26,15248,879331,235642,262,3.80952380952381
5,18830,579977,35430,64,100
96,2136,271090,155060,100,100
87,19130,680830,1316,123,32.8571428571428
56,10967,358614,70125,304,18.0952380952381
54,6353,795772,258229,9,100
72,2407,85602,209927,297,100
49,14779,441944,179874,23,100
13,3639,435356,80762,350,100
40,16712,666854,356739,299,10.4761904761905
43,676,743180,121102,110,100
86,10009,293483,98917,14,100
78,9826,451799,396268,228,43.059535946572
43,12090,862938,207555,63,100
48,6826,713443,196472,194,25.1519954860889
42,13212,100045,144958,199,21.7563905209982
18,623,507189,115796,48,100
91,11344,630914,55751,322,100
53,17659,654471,170210,285,16.6666666666667
12,1349,67338,160111,198,100
14,2904,34294,222611,134,100
71,18266,801441,372239,307,25.2380952380952
66,3752,355370,249212,156,100
70,12674,641689,335978,163,37.5992333965177
87,8336,90014,79007,67,42.6266569508307
53,6328,301119,287134,346,24.582274013759
28,19379,425796,131884,138,4.76190476190476
13,13589,580816,236563,348,100
83,10747,456796,189221,212,30.9523809523809
93,3279,955957,108569,334,100
98,9839,326787,262084,216,100
8,8300,734797,246295,331,100
43,13451,678036,278155,75,100
93,11263,383137,350603,161,100
27,16334,827471,318955,220,4.28571428571429
14,10840,624568,177459,58,100
48,12008,895520,239489,321,14.2857142857143
18,12229,405281,50661,3,100
60,10988,440788,108146,343,20
54,10875,611905,329672,2,100
